pH,Dissolved Oxygen (mg/L),Turbidity (NTU),Electrical Conductivity (µS/cm),Total Dissolved Solids (TDS) (mg/L),Nitrate (NO3⁻) (mg/L),Phosphate (PO4³⁻) (mg/L),BOD (mg/L),COD (mg/L),Coliform Bacteria (CFU/mL),Ammonia (mg/L),Water Quality Category
7.924358443,10.93682226,3.63335496,497.7164135,336.9983638,3.937551416,3.864200417,1.474539174,25.17845522,620,0.663219372,0
6.974498175,6.207696128,1.523755477,279.2250353,419.0303759,6.082113768,4.015852558,6.116556756,30.262,827,2.593193453,0
7.150799396,4.823810456,4.146973324,372.3047558,68.71053193,4.445735011,0.767064412,5.657473066,32.51320949,246,3.895337572,1
7.99298281,10.80499302,1.407605992,53.88466368,274.1584746,7.423699371,1.832755937,7.147023164,22.53470778,433,1.303167274,1
7.799265798,10.54511214,4.363769198,1451.542255,360.1896854,2.283312524,1.866765805,9.377046154,21.80435441,92,0.814582965,0
8.198446821,6.73259527,0.562901952,1478.182046,163.5403672,0.584579872,0.75705222,9.122545611,39.33607397,267,1.684095555,1
7.815225785,13.50863562,3.518429887,1054.120032,188.4969074,2.999293975,3.992267525,9.460756181,44.85107952,614,2.773495883,1
7.636617207,5.510578918,2.703492383,364.6574621,326.1370563,4.743086649,3.536141642,2.44715597,17.7032653,942,2.876397974,1
6.687349536,8.32334801,0.482672351,212.9309581,454.070882,1.680200522,0.951908931,1.315653066,13.90475042,962,0.654381667,1
7.235431606,13.4361592,1.209469141,87.30148455,414.4659891,3.547972897,1.833609543,3.022767005,45.91183226,623,2.287844238,1
7.030404735,8.197273169,0.062020181,373.2089451,312.4085986,3.999830183,0.529025124,8.950851728,23.99581855,320,1.341410978,1
6.987979287,10.38525948,2.343839827,1787.168293,378.599773,0.573918437,3.141032985,9.720534746,32.05269563,922,4.21012109,0
8.44602111,7.97594398,1.506326304,520.9968413,214.1701116,5.833072482,0.606859623,8.593249511,24.38172578,815,1.56787566,0
7.286195449,6.742152023,2.991787421,740.8290881,338.4344876,8.84343428,4.929670843,1.100177211,15.03209345,855,4.193522623,1
8.28409311,13.83977648,1.486189039,255.4236947,259.781716,1.51742913,3.903410373,9.474279981,33.5732658,61,2.142823063,1
7.762277252,8.093340063,1.499595558,483.6045443,135.4712614,5.978080134,1.951192748,4.233580274,31.00563407,299,3.632928829,0
8.089622607,12.94099204,3.715965994,1062.487913,365.7822232,6.647392049,2.892819661,0.093102908,18.11974237,402,2.550301143,1
7.505274186,6.299546059,0.24071418,1235.117732,300.4090868,4.193346804,4.556709081,4.423937407,28.07476179,954,3.109813121,1
7.653807769,6.13104704,4.514474976,528.4370126,211.3797119,7.010975874,2.770496402,0.460691697,41.87790016,647,1.976782554,1
7.485035388,4.311340829,4.261319372,162.5777105,460.1026355,4.107315435,0.872492432,5.438779212,33.61704412,566,3.841033839,1
6.890485976,10.51666825,3.339023416,812.5140948,59.42035302,5.04637288,1.893516778,3.385540274,13.87669308,619,2.125946918,1
7.944904231,7.685263437,2.966107851,506.6965733,192.0979181,0.073530446,4.215724325,4.734349336,31.92085989,302,2.287308233,0
7.061544725,12.6435825,4.461512491,478.1301503,75.596629,6.917201141,3.22106508,6.131703607,38.10953197,769,2.588393341,0
6.548631933,8.732099067,0.926650898,1921.732465,394.9372923,6.613426789,3.253621922,8.688010958,41.70813623,252,4.159120592,1
7.790944592,13.68193428,0.394845811,1251.785948,365.9483544,0.384008773,4.334107428,6.619015765,35.16470315,733,3.296894643,0
6.854221359,5.855255157,1.19755085,1135.912964,199.1084984,3.682501074,4.469865287,4.340488685,16.10632658,477,1.745801933,1
8.380917169,12.68623168,3.972891394,860.7614519,354.048306,9.790318408,4.598962859,8.194278537,38.40693066,368,3.35159817,1
8.407857154,11.76596853,0.173351334,886.4414502,228.1717518,4.207365626,0.474245966,9.055821376,37.09367384,678,3.212132865,1
8.32972878,11.70921845,2.914034175,1104.764757,390.3142061,5.019454051,2.72063001,1.197599664,10.97707532,940,4.655096379,1
7.240317401,12.44783228,4.977187581,1408.038124,254.3826482,9.099301582,3.702547606,5.319329776,26.4699067,159,4.20708218,1
6.530913233,11.61023991,4.278480469,1419.184888,235.5258775,7.172618759,3.784634226,2.845119597,23.31800988,960,3.237234619,1
8.356637125,10.26220322,2.607228445,384.80312,470.628462,5.820701311,3.03358101,0.470611979,36.77648257,165,1.707535553,1
7.356368297,5.312448777,0.318204546,1025.219867,162.895595,7.978046813,0.833936676,6.685466951,18.64543249,204,3.897882244,1
8.433309638,4.325261795,4.156867572,853.3182853,104.201303,8.643662665,3.98710277,8.627707775,33.63487692,266,2.876041465,1
8.427239954,13.20847848,2.994892541,1747.527584,313.044401,4.568880717,3.600556668,1.629026545,46.52823847,137,4.926349941,0
8.206018911,10.16650315,0.574664985,1281.266896,486.1948155,4.751083649,0.430678858,8.124136576,41.91209489,367,1.237530643,1
7.088897784,11.96537291,0.469286424,1088.38293,220.0276462,3.860509357,2.319049123,8.533957335,46.85830945,442,0.398279205,0
7.270195457,8.815223515,4.548134097,275.0195522,77.91654363,9.6670614,0.869886998,9.143404427,49.14023868,857,0.349459059,0
8.202273343,5.17308189,3.346001315,1230.993884,202.6873703,6.971662543,1.687385229,2.652850891,10.42680508,759,3.200151942,1
7.13384401,5.251857922,4.146433997,278.5476161,277.6692444,0.832230662,0.090405461,9.039530652,34.90965106,566,4.696301145,0
6.838985493,10.85565287,4.394894501,707.5528224,122.865353,8.629596233,2.001649342,3.206627547,26.51357591,915,0.009659571,1
7.613602525,8.303058949,2.85886176,328.5418314,346.1459981,4.805599408,2.749384606,5.523380135,44.39417961,720,3.628855235,1
8.372309548,6.005247267,2.587231759,1399.543612,498.9872251,0.687539064,3.097912964,0.505074708,20.07258808,16,3.285325913,1
7.892059593,8.915945467,2.152137052,452.191622,253.2827642,5.497172552,3.317451726,0.438810884,49.24117956,67,3.661520961,1
7.64012234,4.642089371,1.584732939,814.1257777,209.6278505,4.17164279,4.181456566,7.203732127,34.54831878,132,1.777027034,0
6.694352988,9.819714019,2.172979804,1796.565816,230.3168751,8.777494049,1.077314536,4.44479978,41.74149609,699,4.102482223,0
7.730014453,6.689934044,3.869398279,448.4169476,101.8157803,2.039946036,0.602409112,2.562923754,13.42398211,918,0.223534657,1
8.4801077,11.97559101,3.009617155,1040.219875,447.4731206,8.264646095,4.257685859,1.90413496,17.33831539,429,3.777155503,0
6.78016803,7.103619589,4.46261645,867.5797393,236.671545,5.576886912,0.783064074,6.699534909,40.33614692,307,1.335359707,0
7.536659305,8.552201491,2.216900072,85.34188004,224.2734851,0.546103032,4.873800407,0.00401544,10.87946088,649,2.384188874,0
8.254746144,4.116205399,3.035447894,1595.878321,346.8606228,9.718453013,4.212691147,8.058911692,42.67511944,173,4.113181358,1
7.981537236,4.724468878,3.156537765,184.6395173,248.9150394,5.126152441,2.504383029,0.792496061,10.55796075,411,1.356795176,0
7.894031482,7.924935564,2.958485812,974.7972909,341.705061,2.908768542,4.907107125,1.914896149,36.28475356,96,0.926037558,0
7.904968168,8.799388347,3.513168865,1143.322675,77.65083056,4.69406842,0.486883646,3.862363953,24.60375681,682,3.406565927,0
7.218982302,10.00020548,1.187167342,1275.43159,416.1755047,8.578577835,1.515328806,4.848587397,34.45979411,153,2.666974458,1
7.087183689,6.916625787,2.561818888,1392.831677,473.2267788,3.049031244,3.191122075,3.549951158,37.84125628,694,2.572019344,0
8.118722311,10.94981886,0.521124014,543.8811479,341.9444238,1.926763965,1.750034342,3.20712165,23.69900877,241,1.283847578,0
8.120226789,12.60122397,1.922556638,69.45861448,479.554668,1.290712469,4.64186276,9.639160121,14.31849792,303,0.174401529,1
8.234144637,11.79850989,2.438335343,1460.715142,118.1445415,2.978593984,0.328130441,6.415796812,12.78583471,284,2.051345692,0
8.326481105,4.396188253,3.261121298,1094.530369,264.8372853,7.80048087,2.74705916,0.234329554,33.5574409,26,0.532797402,1
7.522684798,8.805069473,4.752655263,1680.429521,320.8130303,4.716263652,2.954331337,4.301759084,30.82621415,401,4.529945753,1
7.503032589,5.049301784,3.003255333,1651.707308,311.7814913,2.274816037,3.263640619,8.750086997,39.68804036,359,0.206251617,1
8.096590358,6.420450159,3.717969581,1694.486027,230.6578006,1.661849996,1.278331117,3.014561864,30.3894204,59,2.158254271,1
7.799927862,13.86662593,2.531330297,995.934587,202.1379842,3.327294765,1.822832138,0.945563448,26.8978316,201,0.261227919,1
7.903933755,5.424955429,3.170520157,700.5753719,107.0708101,9.399243729,4.218402648,7.583847716,25.92348713,761,0.477719373,1
8.091585339,8.988881535,0.354661081,1593.538495,226.2841028,3.430267126,0.974713845,6.060138319,11.0578761,873,3.294333335,0
8.280010684,10.18155734,1.271957904,930.0235204,123.1973668,9.88124076,4.134339236,5.703125078,23.42228807,580,3.235556305,1
7.175990314,11.02464971,1.809265466,407.712283,380.4645544,4.852304558,2.813277115,0.535765596,49.0408063,969,0.165260974,0
7.251165905,9.596486835,2.362466775,1717.199338,143.973921,1.791639183,3.810937556,1.404990098,44.94222305,369,0.005657376,0
6.68796388,4.097708474,0.228243728,1770.99176,76.35438738,8.911400918,3.568036831,6.225493962,23.17512268,532,0.394090386,1
7.656560282,7.264613082,0.700120488,959.3040245,298.564762,4.603553731,1.037557477,2.078238415,33.5118162,151,3.814994489,0
6.571884548,9.177116434,1.384071539,197.6144683,317.8533797,7.096713435,2.844063682,5.040700797,43.89186982,101,2.922882364,0
7.431196036,4.878664991,4.857663455,806.2608753,442.3608776,9.837115832,4.338615764,5.44881686,27.65097347,898,0.190591226,0
7.585289269,7.506269312,1.656735036,1616.898436,309.6417256,0.501753503,2.160581184,2.835071903,10.71831455,999,2.440485079,1
7.073082504,4.332031088,2.410205291,1808.459356,205.4663842,0.966945598,4.832953851,9.484251555,12.98041847,606,3.560146785,0
7.681666521,4.785784972,0.980488564,446.7718479,411.3553467,7.204567415,2.261075501,8.424641068,30.41570885,445,4.344756973,0
6.5610005,7.969232762,3.053900355,180.5985434,293.1255019,2.818250033,0.713928183,7.223735076,48.77757503,872,4.670182453,1
6.574696377,5.32715754,1.403416078,1760.833384,85.67612808,1.84301397,1.9471734,0.779938664,37.72838169,228,1.637202815,0
8.145201121,9.675408483,1.034962892,809.339631,304.6327521,0.393618798,4.758512032,1.061300193,12.83664766,124,0.679162142,0
7.220381283,10.89464969,2.582863142,1106.43388,458.6083454,0.21846712,1.598604247,4.927813459,17.57443503,769,1.184629604,0
6.754121025,12.00586699,0.027528996,1937.728333,228.3406815,7.744856031,4.340490799,1.607133492,40.85292573,833,3.88085746,1
7.54448652,6.001502442,0.038320163,179.8012194,183.3466109,1.344334274,4.406253408,9.782654635,43.6575904,998,4.857421075,0
8.039987106,5.674825823,1.095344046,1314.220115,114.5612557,4.67720616,1.750932622,1.58520234,34.70778345,880,2.331968087,0
6.931642055,5.045678403,0.183606813,194.505574,118.1504849,6.058968152,0.41628829,4.874678355,35.77692679,937,1.526766068,1
7.745780952,10.3643025,0.540128771,782.1644105,244.747168,4.283518006,3.622789546,3.641210568,11.13349802,235,2.14595291,1
6.67069493,11.06475726,1.694303247,1617.438363,318.0559209,0.271066523,1.557561495,6.393864215,43.14121038,161,1.524065723,1
6.603363442,4.315861448,4.012928398,895.2708539,86.27693233,7.835015026,3.914618071,1.290364089,41.53100833,553,1.282437616,0
7.562709263,13.36212246,2.860243217,1994.50559,472.8058651,0.105132245,2.213274241,4.30316428,20.36140576,787,2.968753762,1
7.581270243,4.519712837,2.56333863,1140.165606,389.8101279,7.618898944,2.426333712,2.747050328,38.3470688,352,0.078679902,1
7.774859803,9.412963353,1.467444116,676.2661976,313.9807632,8.933044938,3.889547034,8.877515247,18.59418426,67,1.297761243,1
7.952182667,11.09060519,4.658768597,479.2170855,422.7974019,4.328399211,1.911816655,0.405857121,11.61320644,172,3.306910389,0
8.451704159,12.70969124,1.985075206,733.5150419,86.08404057,5.355424731,2.215636727,9.13727494,18.0454617,842,0.160313482,1
7.532600697,11.14086932,0.435463834,776.4398838,264.577495,4.769833926,1.880952344,8.329941386,17.14515507,636,0.416009083,1
7.145912946,12.01728083,3.085332581,183.9916716,333.5419071,3.892086186,1.836702576,2.975707164,23.50991987,681,1.466980724,1
8.09037239,7.394501925,0.569191967,770.6696889,422.8938078,8.874245354,2.629732885,7.892906547,26.73797989,558,4.389023993,1
7.041664503,12.14825114,1.726115714,955.2651135,402.561302,8.939335107,4.043997223,0.312135603,30.34155566,260,3.824430801,1
7.377942841,4.801148464,2.537059694,1459.338617,174.6811624,3.358163646,1.80884156,9.668655503,29.07015502,216,0.110783147,0
6.656912763,12.94816656,4.371112623,1330.622495,473.3960763,6.15069754,2.621273603,5.265949426,20.82698424,816,2.508564083,0
6.550701487,9.475923762,2.467732902,1432.093028,105.9556286,9.269075621,3.353636627,3.032810261,11.16682674,123,1.37343747,1
8.425296829,12.1729777,3.51129383,66.30917966,443.8101284,9.620584989,1.347197232,3.625832126,34.20406489,804,3.243228295,1
8.171960241,8.523182845,4.964084195,474.4514292,486.9231123,5.089590404,1.387614025,0.664053535,25.82979319,161,3.607769413,1
7.891948412,10.43577695,0.657445599,1340.284362,129.7190855,4.528248053,4.667065635,9.89349514,21.9468863,200,4.314312886,0
7.317905889,9.264026609,1.373657628,993.779268,374.9297289,2.786943159,3.617672867,0.392919452,44.67764171,453,2.377081186,0
6.84658864,11.31589522,1.972880378,60.36127755,68.12848345,9.588718732,2.885933381,6.549071231,39.86973231,401,4.972250443,0
6.812874085,4.81629982,2.109140893,1618.764553,232.4402713,1.428143045,3.238600272,4.427359277,44.31062193,461,4.899930536,0
7.000485796,4.60352084,2.055105376,1556.978668,282.3274846,5.79829576,0.146497216,9.489162182,29.79931179,274,4.410833622,1
7.598453329,6.47103234,4.538055013,1119.417368,311.2903517,2.825502675,3.090514828,2.459997403,15.23725009,205,2.874347476,1
7.929191845,5.595446801,3.570163222,179.6034853,471.1717617,2.790082903,2.547544366,5.320868239,37.84885744,39,1.990032188,1
7.820394753,12.71783567,3.03952607,1544.704347,352.5128093,4.049685874,2.728748399,4.823562086,18.2429512,272,1.821931551,1
7.059867794,6.192139874,1.546863589,1188.241496,266.575078,9.987929358,1.797119134,7.028664441,27.64918676,699,0.06062375,0
8.409730561,13.75865256,4.118951921,1574.821955,414.3537663,0.549663068,0.407369489,0.68010232,12.60003156,866,1.245872486,1
7.975793833,7.368957918,4.775302557,1515.906635,477.7397694,5.785418182,0.966696168,1.9378913,43.0123361,92,3.594041175,0
7.608708105,5.821179157,4.105991413,1615.85404,59.92976691,0.82572158,4.753723566,2.145648201,15.03762564,41,3.018160499,0
7.723441492,11.89698507,0.007825526,1060.115729,492.1345725,1.5452083,2.043497811,7.381507548,46.12390028,464,4.582110946,1
7.339200125,10.58707776,3.182006851,323.6328105,88.75946258,4.395629418,2.333415779,1.891386963,44.56922409,378,0.250111335,0
6.995461979,8.981957165,0.255676907,1358.757073,416.4740507,5.104601313,0.263548949,5.734917639,28.58331058,106,0.776383016,0
7.211945357,9.553635509,1.288036102,1259.923881,176.1506386,2.587924084,0.187831148,2.152438205,39.77472817,327,3.946218947,1
8.015692221,11.19201778,0.297623502,1497.393715,109.480846,3.164571309,3.585907235,8.616249501,34.77780295,64,1.792538156,0
6.528786977,6.284547413,3.018977265,381.2679618,247.9350379,0.869670203,2.690473321,9.421854545,42.12302569,364,0.591726669,0
6.732145281,13.96333916,3.432949567,430.2016398,339.7804608,3.032197838,2.543529921,5.184929749,27.27220403,820,4.982252526,1
6.592005284,13.74793162,0.57243819,1786.298559,221.4283303,9.665584394,1.215622652,3.523088842,41.43233937,483,3.936251513,0
6.581457605,10.50325686,1.919194415,1512.456707,74.55443373,9.447073817,3.723753658,2.34057775,28.49827268,646,2.043705184,0
8.210921168,5.995424509,2.281182545,1821.045553,319.7575128,3.348782901,0.841182896,0.497810015,47.63863151,900,4.116737385,1
7.907315719,10.80228242,1.845265109,1529.494876,456.0814742,5.708539363,0.949673718,2.685000762,29.45488403,23,3.403019351,0
7.448347658,4.72198409,0.605125002,1214.452847,222.4469147,9.095953911,2.303560857,6.542357799,28.50477088,539,3.949873798,1
6.695668321,4.306525022,2.094738951,1325.558837,147.3497499,0.061838226,1.431399311,5.336169313,41.40287446,61,4.076031888,0
7.48323175,6.576828885,3.755890239,1783.799452,249.1598057,8.106835703,1.237314906,9.440412783,42.86310767,490,0.423643416,0
7.446943542,8.626229567,0.355038323,1178.673171,71.76321997,9.483695528,3.226188223,3.962772625,32.17956457,272,3.114864438,1
6.84640374,12.68272505,0.40090007,1283.163082,419.219413,0.913257343,3.254858726,6.938633423,17.19191254,228,0.033927765,1
7.367703298,11.2716907,1.773856459,355.1295962,421.8533649,1.61447686,4.122585349,4.893227475,28.71032924,19,0.217281232,0
7.297009469,11.42706521,4.708628558,974.1463792,314.6002085,9.607463028,2.088542835,5.125762159,48.72290012,2,4.519900045,1
7.731700196,8.254933344,3.342863234,1446.974368,208.8963,5.375401436,0.365425455,2.677743146,40.11944772,420,2.637818607,0
7.770187302,7.459349925,3.393349783,578.3382617,409.902514,0.141966345,1.368331925,4.549507768,42.44650416,729,3.679509929,1
6.59060802,7.71038763,1.809599954,444.395652,299.6091612,2.576319988,4.900027316,4.70784997,11.31301995,910,4.192504952,0
7.249225229,13.87649564,2.968303956,661.962276,421.6695388,4.499436743,2.981292876,7.066425217,28.71437851,306,4.747933838,0
7.751719831,4.401091914,0.05065592,520.9262246,334.1564567,6.92908911,3.548685424,9.406399992,35.86484535,431,4.34676424,0
7.506272517,12.67031496,3.180480232,469.0796422,402.9824629,7.331603781,0.036789148,3.293212775,43.20130735,135,2.416557243,0
8.212979682,9.786754086,4.566434738,878.4591436,319.3533469,9.954215129,2.591028661,0.422004686,11.97094614,908,1.679851537,0
7.817387263,8.386154192,3.062867342,1820.285102,236.3634807,2.875111994,0.187643288,4.962951255,44.09755543,943,0.772466181,1
6.825868854,11.2525766,4.368492967,1038.766311,481.075637,5.382201019,2.84615106,5.444613321,31.93603747,514,2.001607412,1
6.641137495,8.866689414,3.619865277,416.4447426,293.5012212,5.333235479,4.603854248,1.684405511,17.89255882,192,1.832467896,0
7.784838556,12.73423238,0.602792082,200.0947553,322.2902833,4.056452594,4.842095653,7.604646063,22.69020866,584,2.79787421,0
6.553022621,13.00701864,4.512266536,1407.504483,149.2194377,1.691618938,2.702763377,9.849291084,21.27718207,414,3.327547044,1
7.671551163,8.217209269,0.332219222,796.4575907,331.5428552,9.774565632,2.291024026,9.45774717,31.23436137,872,4.891627382,1
8.380460483,6.768277972,2.669837363,1652.570346,307.2234423,8.533171867,4.725085471,1.971060388,12.0674272,117,3.641930931,1
7.650948356,9.923503286,0.710685619,1336.045999,133.1772791,4.983330283,3.36804916,8.753632399,16.34144634,665,3.218742662,1
7.276339852,13.12363346,0.058533054,1602.670829,76.81419381,6.032454227,0.324496398,7.044936364,42.50772174,208,1.675462171,1
7.786576437,6.10662189,2.110171301,580.2947769,321.9616939,2.272610536,2.328627888,4.538465638,15.30415963,951,0.172519382,0
7.416505781,10.22966584,1.475203538,1400.099899,393.6615212,5.437870704,1.201225092,5.406109943,19.33585078,33,1.440625644,0
7.591233579,10.3156022,2.430002469,564.9208702,285.5306169,6.949701331,2.349021607,8.49600175,28.13482422,648,3.842239502,1
8.382929618,11.33113022,2.885999434,1881.183535,152.0476814,5.151670284,2.27732786,4.801349396,30.68483552,317,1.026359704,1
7.272205276,5.315676851,0.218695362,1290.929849,349.9348895,9.902851706,2.910724014,3.732073691,40.54441918,119,3.560940968,1
8.422381128,11.15824965,0.615016476,682.7980103,86.04757697,6.113416562,1.783852452,4.93247493,27.89329707,626,2.898899213,1
8.310701284,13.09032521,2.793211982,575.5481315,248.8251672,3.709737126,0.821352247,5.79129804,41.59458484,524,0.859284349,1
6.89158227,5.796831089,1.715836766,422.3068409,123.5150413,7.721520276,2.518597173,1.890776538,34.73385228,580,1.308124031,1
6.638722602,6.375433249,3.645867438,1404.54987,133.006573,1.704625116,4.151014422,9.009077303,14.52398958,936,2.481518017,1
6.701556003,13.71395094,3.261458243,476.4954453,141.0322771,3.845158137,3.32006114,6.741869488,16.25325754,844,2.091873526,1
6.536443651,5.809769527,4.228021815,1210.841369,224.0181757,3.469589504,1.69183933,6.332689173,27.48134902,768,3.892819238,1
6.688885922,12.54385093,3.462464133,566.0383025,73.01759253,4.318070951,4.677615114,0.994962262,25.87557572,88,3.672023213,0
7.866013547,8.922778564,2.149655387,1340.839442,229.0070484,7.817798259,4.561037856,6.041739382,39.74177079,511,2.872872517,1
6.642377297,6.472310744,3.364833112,1639.132471,280.2683512,4.841730322,1.046741997,1.209606622,33.22948559,46,4.111373557,1
7.137951261,12.70749901,1.376905871,1567.149224,267.4824282,7.940144503,0.197087926,0.786976752,25.52532324,771,2.813347703,0
8.189750622,8.45305255,1.531567494,1533.660095,222.2528452,5.764889031,3.706543542,5.273108956,16.83041134,739,4.821946283,0
6.546543871,9.148173539,3.9449258,416.0586911,427.6159736,3.420694347,4.138051307,4.02785534,19.07348409,958,1.086120496,0
8.128936965,7.592333694,2.232097582,222.3506466,115.3970116,8.099787437,4.83932283,5.888102702,33.02004074,691,3.570659968,1
7.06370955,9.929508514,3.991901703,1412.950216,277.5635347,2.382896706,4.44918197,0.892221681,26.9375522,521,1.84972066,1
6.736329655,5.635238726,4.112111868,768.2770669,77.91863763,2.243829798,3.002673841,4.309830628,30.59710035,283,1.394830972,1
7.893474331,7.910815367,4.287811688,893.0751415,82.0200555,5.045029241,2.650261696,1.74786715,16.82709741,376,0.90193738,1
7.757885694,13.69412322,4.583176179,110.7407309,308.2396324,2.60849246,0.139205256,9.871000859,36.51625009,637,2.762517381,0
8.254944027,6.581334327,2.154926103,556.1740761,304.7082912,0.09087035,1.233282234,5.611502124,44.10154963,133,1.077347164,1
7.970142088,10.56736665,1.594334092,115.6689876,445.1150808,6.482975273,2.298073759,6.874368609,20.31758027,666,1.001754257,1
8.106961861,7.251900642,2.910993733,1764.412257,301.043154,5.110938215,3.1425195,3.254182807,29.66056903,247,4.952659525,0
7.064069145,11.73473126,1.855862117,524.6235323,481.9059592,4.455178145,2.786259167,0.947389148,49.02109316,651,4.008737084,1
6.854879088,5.308736607,3.005370834,1136.807481,71.91268178,9.669685146,3.713179948,9.758708628,23.32966962,317,3.741384101,1
8.001229503,13.69821045,3.527929313,126.0096753,94.10345815,5.71199184,1.398834654,2.862590354,33.8018538,435,3.970303129,1
8.113669479,8.537895414,3.442025092,1350.352413,69.82963771,8.634315778,2.824763038,4.238081852,13.60782801,175,4.844614369,1
8.481010284,6.360504633,1.872764435,679.9033242,133.3745827,1.394502362,0.440711217,6.498639217,34.2406001,834,2.866383444,0
7.325235354,4.734967473,0.834301008,1800.942415,293.5715499,5.692064631,2.068327618,0.246972977,13.58527093,685,1.101219387,0
7.244036172,5.697579051,2.152646692,1781.830468,340.5074816,8.679796267,3.750804165,8.102591305,48.36941741,992,4.311048204,0
8.052825921,9.197739486,0.71297072,684.3167058,70.51332108,5.831057573,3.467004267,5.3657819,38.62650608,585,3.713653647,0
7.181607081,7.370031764,4.450485176,1806.873747,475.6869004,7.180141781,4.953213686,2.782171871,41.52639153,350,2.071541562,1
8.361514651,12.28883366,1.729387304,1992.507463,428.9744195,3.720435678,1.38945563,0.616079853,38.16417443,142,2.367847493,1
8.216825504,8.308875237,0.772298736,1659.560545,183.475617,0.92449517,2.490946496,1.624984155,33.58916144,966,2.056261992,1
7.357988055,6.487142726,0.1272388,1697.499128,84.7343886,4.579002951,1.647652069,8.950338589,27.99651124,803,4.649710801,0
8.001742136,10.17144987,3.229111931,535.5670354,126.4491829,3.944793908,2.20301557,6.860242239,44.33493519,397,1.717658057,0
8.009085748,11.06777217,3.184511587,1174.569678,107.1249862,8.670601824,4.284750649,2.499017216,48.2734267,623,4.817421393,0
6.706247738,5.670419079,1.703020833,181.1490322,105.4777007,2.439953024,3.421045376,0.656007649,29.96144692,717,4.551358856,1
8.305105813,5.676192163,0.358559444,235.0899768,283.3527599,9.667342275,4.412205957,6.906153124,47.26140197,642,3.152605711,1
7.510504745,4.366714269,2.048144474,1997.840593,160.6313491,9.581381198,1.017555542,5.72407726,33.3333164,368,2.899108866,0
8.152914932,11.36402015,1.556087475,686.9465364,211.1628724,2.476316431,4.366805589,4.045195245,31.53536748,500,1.8504464,0
7.140099202,10.63804528,3.385603199,1508.958628,495.2774,3.480519555,0.298811371,3.636114492,28.17930932,621,0.091691945,1
8.291046457,8.746308757,3.028896247,1622.996853,357.941412,8.955557409,4.442996402,2.168142759,18.37151046,369,0.638115931,1
7.278403357,12.44170449,1.822968641,1723.145378,477.0413002,9.666222209,1.645368897,6.696112565,10.14878643,578,3.771156617,1
6.521675303,12.05670153,1.089462771,1995.37518,114.1504498,4.434391028,1.572938167,9.706680278,19.66024907,381,2.357700633,0
8.310763953,9.853543644,4.940179831,520.9181463,221.9627637,3.209970456,2.560442883,1.757152458,30.38892686,85,0.749190671,0
6.682573354,12.68271281,2.270008106,128.6841124,299.6293115,5.260940133,4.703450939,5.9711662,25.19839809,786,1.319804271,0
7.138627275,6.0584121,3.441371179,851.8234601,84.54112785,6.877692064,0.238906823,4.241850557,27.93940912,738,4.739184499,0
8.400123934,5.119196194,0.702764838,303.6573062,51.88434963,2.734745154,1.761154875,4.466887217,49.22592878,459,1.835664177,1
8.401214294,6.697496115,2.427948498,93.73048387,351.6954502,7.364731746,4.282859943,2.541472801,24.01089483,949,4.538409726,1
7.646875776,4.570868561,0.137683599,752.8323129,338.8187826,0.516573571,1.980272387,8.251348757,28.08731757,324,1.523179161,1
7.763674424,9.31169528,2.52727559,1578.28959,234.8549645,0.492944928,0.995784488,4.852556041,15.34062205,521,2.716100472,0
7.396891044,13.36605692,4.820087036,1154.052348,270.3398342,3.862877051,2.123970907,5.434058522,11.9183093,488,0.102385417,1
7.086421543,4.393435407,1.921033565,659.917079,236.9493503,3.534731921,1.927762507,3.047609128,41.01638058,928,2.609375552,1
7.157329091,5.22109914,0.194980063,1325.966911,60.80227018,3.156332154,4.577081007,1.818084657,32.827327,396,3.184710053,1
7.845036912,8.521990283,0.154778955,502.4354516,200.9172228,4.910197627,3.809671879,0.859103882,40.42819224,895,1.171525497,1
8.004749059,13.33875018,1.9399338,78.04381984,129.6870149,3.207335823,2.525577779,7.141191409,15.99451196,354,2.894685881,1
8.083158087,7.16156105,0.800124682,1540.489104,94.2908851,1.922579185,4.941852834,1.962342817,32.87315085,946,3.23583886,0
8.079236286,9.072348087,0.116760482,1266.299015,480.5241953,3.094695491,2.326387656,6.900753542,20.14569897,287,3.434430392,1
6.682412206,4.415728591,3.78106807,1536.490118,319.7118763,9.749042728,0.291189154,3.90376446,19.12247268,458,3.88201661,1
7.488840609,5.48343201,2.292615044,125.9291325,377.8953279,4.11113417,1.311371609,4.15774801,10.46104056,623,1.556696215,0
6.61511752,13.86630123,1.44622386,1682.383274,191.9136845,4.447127769,2.180352401,4.691774961,15.21362894,997,2.838884782,0
7.599057765,13.65118696,4.500415915,1258.07609,226.9162083,5.7654499,0.784513121,3.677085081,22.37072446,535,4.907895149,1
7.383061003,4.049399809,0.580694801,1148.620934,156.6157973,9.833407684,4.737825632,1.006199772,14.67515042,290,4.490720853,1
8.275408366,13.51811785,4.779594145,1267.997394,93.63455193,2.416012764,3.834244489,3.0963181,49.43433762,850,4.76332714,1
7.201830025,10.39119938,1.569833587,1735.644831,130.5642368,6.812821105,1.341436002,6.637343607,22.34530594,837,1.930681993,1
6.734134033,12.67918295,4.442018362,1194.526188,408.8813204,7.159846935,2.954022668,6.657844015,15.21295787,167,3.934640529,0
